Number,ID,OBJECTID,LINE_NO,GMT_DATE,GMT_TIME,LMT_DATE,LMT_TIME,ECEF_X,ECEF_Y,ECEF_Z,LATITUDE,LONGITUDE,HEIGHT,DOP,NAV,VALIDATED,SATS_USED,CH1_SATID,CH1_C_N,CH2_SATID,CH2_C_N,CH3_SATID,CH3_C_N,CH4_SATID,CH4_C_N,CH5_SATID,CH5_C_N,CH6_SATID,CH6_C_N,CH7_SATID,CH7_C_N,CH8_SATID,CH8_C_N,CH9_SATID,CH9_C_N,CH10_SATID,CH10_C_N,CH11_SATID,CH11_C_N,CH12_SATID,CH12_C_N,MAIN_VOL,BU_VOL,TEMP,CLK_OFFSET,REMARKS,Year,Month,Day,LandCover,Roads_Dist,Wetlands_D,Water_Dist,scale_Elev,scale_Slop,scale_RELa,PercentC,PercentN,PercentP,qtyC,qtyN,qtyP,CNratio,CPratio,NPratio,FID_Forest,OBJECTID_1,FORESTID,FORESTTYPE,STOCKING,SITECODE,SHAPE_Leng,SHAPE_Area,OBJECTID_2,SPCOMP,STRATUM,AGE_CODE,HGT_CODE,CDEN_CODE,RR_SUBTYPE,FORESTID_1,OID_,Device_ID,Altitude,Fix_Status,Temp__C_,Main__V_,Back__V_,...83,...84,...85,...86,itime,idate,datetime,EASTING,NORTHING
222,PPM004,1008,651,2011-06-26T00:00:00Z,08:00:53,2011-06-26T00:00:00Z,04:30:53,2208810,-3352614,4939557,51.084308,-56.621822,148.06,4.4,3D,Yes,5,2,38,5,41,15,41,26,47,29,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.68,12,,0,2011,6,26,1,1897.53,1675.11,3019.85,-0.355027631212,1.95471094778,-0.628985888807,50.4679760925,2.68709612023,0.249121142915,-2.49265687246,-5.42419952518,-7.82807708654,21.8915577756,549.563559983,24.6997558696,1212,1199054,1031177,1,ST,G,1857.20353403,57774.1775501,491423,bF,bF41,4,4,1,1,1031177,,,,,,,,,,,,08:00:53,2011-06-26,2011-06-26T08:00:53Z,526488.438052027,5659268.34207747
226,PPM004,1012,652,2011-06-26T00:00:00Z,10:00:54,2011-06-26T00:00:00Z,06:30:54,2208810,-3352607,4939557,51.084349,-56.621767,144.39,4,3D,Yes,5,15,47,18,38,21,38,26,44,27,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.68,16,,0,2011,6,26,1,1897.53,1675.11,3019.85,-0.355027631212,1.95471094778,-0.628985888807,50.4679760925,2.68709612023,0.249121142915,-2.49265687246,-5.42419952518,-7.82807708654,21.8915577756,549.563559983,24.6997558696,1212,1199054,1031177,1,ST,G,1857.20353403,57774.1775501,491423,bF,bF41,4,4,1,1,1031177,,,,,,,,,,,,10:00:54,2011-06-26,2011-06-26T10:00:54Z,526492.266944942,5659272.92126342
206,PPM004,977,654,2011-06-26T00:00:00Z,14:01:12,2011-06-26T00:00:00Z,10:31:12,2208075,-3353151,4939516,51.083768,-56.634797,143.9,3.8,3D,Yes,5,9,38,12,50,14,44,22,44,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.68,26,,0,2011,6,26,1,1311.34,2317.3,2756.54,-0.475056701623,-0.0295832117633,0.55216997668,49.8388566254,2.49715644717,0.199807405763,-2.01365165298,-4.99685669841,-7.49371430477,22.9492164651,611.136797601,26.6600434202,2464,1206406,1026777,1,ST,M,1141.91510377,43807.58635,494426,bF,bF22,3,2,2,1,1026777,,,,,,,,,,,,14:01:12,2011-06-26,2011-06-26T14:01:12Z,525579.940303997,5659203.7041958
251,PPM004,1049,655,2011-06-26T00:00:00Z,16:01:21,2011-06-26T00:00:00Z,12:31:21,2208079,-3353025,4939576,51.084828,-56.633761,125.86,4.4,3D,No,4,12,29,14,44,25,44,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.68,28,,0,2011,6,26,1,1420.42,2207.54,2785.66,-0.499062515705,-0.14688199813,0.751277104008,49.7459387729,2.77423234737,0.264719775205,-3.72717025549,-6.62598024331,-8.99068432725,21.4028905377,515.345431123,24.0206156457,1279,1199318,1030507,1,ST,M,2874.64508207,77215.2626001,488692,bF,bF32,4,3,2,1,1030507,,,,,,,,,,,,16:01:21,2011-06-26,2011-06-26T16:01:21Z,525651.918451334,5659321.94179492
338,PPM004,1152,656,2011-06-26T00:00:00Z,18:00:48,2011-06-26T00:00:00Z,14:30:48,2208086,-3352933,4939634,51.085665,-56.632955,125.14,3.4,3D,Yes,5,6,41,16,50,23,44,29,41,31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46,3.68,28,,0,2011,6,26,1,1486.62,2163.51,2748.65,-0.523068329787,-0.17336989668,0.990163306754,49.7474032756,2.74705330647,0.262108065228,-3.75348570754,-6.66139029051,-9.02587761064,21.5845598731,519.540110647,24.024614311,1279,1199318,1030507,1,ST,M,2874.64508207,77215.2626001,488692,bF,bF32,4,3,2,1,1030507,,,,,,,,,,,,18:00:48,2011-06-26,2011-06-26T18:00:48Z,525707.907759061,5659415.30140604
344,PPM004,1158,657,2011-06-26T00:00:00Z,20:02:28,2011-06-26T00:00:00Z,16:32:28,2208015,-3352974,4939650,51.085789,-56.634123,134.57,3,3D,Yes,6,3,44,6,47,13,29,16,47,21,38,23,35,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.68,24,,0,2011,6,26,1,1446.4,2229.92,2678.88,-0.499062515705,-0.320520578839,0.895552271298,49.7278730419,2.75377052433,0.263320195976,-3.77008295544,-6.67555906425,-9.03792904438,21.5396870868,517.411860362,23.9781074429,4483,1221425,1034656,1,ST,M,975.094466955,46156.90965,478323,bF,bF52,5,5,2,1,1034656,,,,,,,,,,,,20:02:28,2011-06-26,2011-06-26T20:02:28Z,525626.032514985,5659428.68369395
386,PPM004,1259,663,2011-06-27T00:00:00Z,08:02:35,2011-06-27T00:00:00Z,04:32:35,2207982,-3352877,4939733,51.086952,-56.633755,136.86,2.4,3D,Yes,5,2,35,5,44,10,29,26,41,29,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.68,16,,0,2011,6,27,1,1585.63,2150.56,2608.43,-0.511065422746,-0.3745375429,0.784630116308,49.6906113513,2.77230541108,0.264812069497,-3.77613927761,-6.67512508182,-9.03846634969,21.4170397179,514.901102848,24.0015117473,4483,1221425,1034656,1,ST,M,975.094466955,46156.90965,478323,bF,bF52,5,5,2,1,1034656,,,,,,,,,,,,08:02:35,2011-06-27,2011-06-27T08:02:35Z,525651.163902579,5659558.14318711
496,PPM004,1519,665,2011-06-27T00:00:00Z,12:00:28,2011-06-27T00:00:00Z,08:30:28,2208017,-3352312,4940049,51.091901,-56.628903,98.47,4.8,3D,Yes,5,9,47,15,38,18,47,22,47,27,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.68,21,,0,2011,6,27,1,2257.59,1569.89,2716.84,-0.763126470608,-0.0157742462177,0.632483868832,49.7729612986,2.75916135824,0.254947345729,-2.97164980526,-5.87546957791,-8.26751125545,21.4853229641,528.091561097,24.6055585958,12298,1272190,1048738,1,ST,M,2367.11019964,98415.0898999,466117,bFbS,bF53,7,5,3,1,1048738,,,,,,,,,,,,12:00:28,2011-06-27,2011-06-27T12:00:28Z,525988.214843297,5660110.19815244
24,PPM004,183,667,2011-06-27T00:00:00Z,16:01:15,2011-06-27T00:00:00Z,12:31:15,2209750,-3353952,4938257,51.065537,-56.621126,163.64,2.4,3D,Yes,4,12,29,14,41,25,38,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.68,19,,0,2011,6,27,1,787.905,2197.68,1057.09,-0.0309491411038,0.149071199193,-0.412553128606,49.7820231557,2.97762627725,0.290114902493,-3.57834438758,-6.40925262931,-8.75467853587,20.0369583954,473.787416088,23.5053040699,2678,1207880,1026988,1,ST,G,1171.03618594,38472.08585,483510,bF,bF31,3,3,1,1,1026988,,,,,,,,,,,,16:01:15,2011-06-27,2011-06-27T16:01:15Z,526547.925990104,5657181.16920565
26,PPM004,197,668,2011-06-27T00:00:00Z,18:02:25,2011-06-27T00:00:00Z,14:32:25,2209757,-3353873,4938306,51.066248,-56.620422,162.72,1.8,3D,Yes,5,13,41,16,50,23,44,29,41,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.68,20,,0,2011,6,27,1,837.554,2218.76,1128.11,-0.0669578622269,0.187500280709,-0.315025176995,49.8360163579,2.97313798691,0.289022340193,-3.53133766124,-6.36421802329,-8.71233541174,20.066071993,475.895175871,23.5571064875,2678,1207880,1026988,1,ST,G,1171.03618594,38472.08585,483510,bF,bF31,3,3,1,1,1026988,,,,,,,,,,,,18:02:25,2011-06-27,2011-06-27T18:02:25Z,526596.848078526,5657260.48960162
45,PPM004,354,670,2011-06-27T00:00:00Z,22:00:29,2011-06-27T00:00:00Z,18:30:29,2209496,-3353485,4938698,51.071732,-56.620486,173.83,5,3D,Yes,5,3,44,6,35,7,29,16,29,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.66,18,,0,2011,6,27,1,1181.86,2472.82,1720.81,-0.162981118555,-0.799581124339,-1.23820560746,49.8985566676,2.80209384151,0.267236427252,-2.92136519937,-5.80949467844,-8.18522010281,21.1320675361,516.74696362,24.1357530345,6155,1230814,1031768,1,ST,G,930.267559122,23507.9759,490700,bF,bF42,4,4,2,1,1031768,,,,,,,,,,,,22:00:29,2011-06-27,2011-06-27T22:00:29Z,526589.221273662,5657870.31245082
61,PPM004,396,671,2011-06-28T00:00:00Z,00:01:23,2011-06-27T00:00:00Z,20:31:23,2209671,-3353200,4938807,51.073338,-56.616164,169.59,6.2,3D,Yes,4,8,38,11,44,24,41,28,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.68,17,,0,2011,6,28,1,1529.83,2301.17,1976.06,-0.00694332702167,-0.0741857064688,-1.27659277736,49.6008342252,3.07003791355,0.299597034993,-3.63455296253,-6.4330588705,-8.7759525,19.4235434004,457.663889294,23.4531640712,5655,1228595,1032719,1,ST,G,1142.61054322,34230.2651502,483971,bF,bF52,4,5,2,1,1032719,,,,,,,,,,,,00:01:23,2011-06-28,2011-06-28T00:01:23Z,526891.094231948,5658050.47631789
58,PPM004,378,672,2011-06-28T00:00:00Z,02:00:42,2011-06-27T00:00:00Z,22:30:42,2209697,-3353249,4938774,51.072766,-56.616239,178.61,4,3D,Yes,5,11,32,17,41,20,47,24,38,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.68,16,,0,2011,6,28,1,1486.62,2253.46,1904.06,-0.0549549551859,0.134482432996,-1.33091184769,49.6008342252,3.07003791355,0.299597034993,-3.63455296253,-6.4330588705,-8.7759525,19.4235434004,457.663889294,23.4531640712,5655,1228595,1032719,1,ST,G,1142.61054322,34230.2651502,483971,bF,bF52,4,5,2,1,1032719,,,,,,,,,,,,02:00:42,2011-06-28,2011-06-28T02:00:42Z,526886.171284506,5657986.83987442
96,PPM004,596,675,2011-06-28T00:00:00Z,08:01:25,2011-06-28T00:00:00Z,04:31:25,2209856,-3352712,4939059,51.076899,-56.610128,173.59,2.8,3D,Yes,5,2,38,5,38,8,35,26,41,29,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.68,12,,0,2011,6,28,1,2143.33,2062.14,2256.22,-0.0429520481448,-0.349600493738,-0.183561508428,49.6858002507,2.9558381048,0.288798927272,-3.68640435823,-6.52376782825,-8.86560127779,20.1845699429,475.33201472,23.4505151752,5657,1228597,1032721,1,ST,G,12500.4400354,744908.66745,483973,bF,bF52,4,5,2,1,1032721,,,,,,,,,,,,08:01:25,2011-06-28,2011-06-28T08:01:25Z,527311.871514247,5658448.69740026
202,PPM004,971,676,2011-06-28T00:00:00Z,10:01:11,2011-06-28T00:00:00Z,06:31:11,2210170,-3351797,4939532,51.083704,-56.599201,170.25,5.6,3D,Yes,5,8,29,15,47,18,47,21,50,26,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.68,13,,0,2011,6,28,1,3169.3,1299.45,1529.83,-0.114969490391,-0.723106427163,-1.15696015343,49.5400814219,3.04467999072,0.295598252907,-3.68478359604,-6.4913231818,-8.83928878952,19.59610442,464.06908765,23.5896152642,5657,1228597,1032721,1,ST,G,12500.4400354,744908.66745,483973,bF,bF52,4,5,2,1,1032721,,,,,,,,,,,,10:01:11,2011-06-28,2011-06-28T10:01:11Z,528073.224108851,5659209.55484141
249,PPM004,1046,679,2011-06-28T00:00:00Z,16:00:48,2011-06-28T00:00:00Z,12:30:48,2209681,-3351990,4939586,51.084764,-56.606543,144.4,2.4,3D,Yes,4,12,29,14,38,25,38,31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.66,17,,0,2011,6,28,1,2840.83,1181.86,2008.77,-0.186986932637,0.128590064975,-0.149914272906,49.8154833814,2.9139223725,0.281028703336,-3.57377482904,-6.42636480391,-8.78220669804,20.4645459003,489.013855062,23.7572537111,2489,1206511,1030493,1,ST,M,1744.56287455,80166.3694501,488678,bF,bF32,4,3,2,1,1030493,,,,,,,,,,,,16:00:48,2011-06-28,2011-06-28T16:00:48Z,527558.339180033,5659324.65859329
451,PPM004,1411,680,2011-06-28T00:00:00Z,18:00:26,2011-06-28T00:00:00Z,14:30:26,2209492,-3351791,4939788,51.087794,-56.607232,131.87,3.8,3D,Yes,5,6,41,16,47,23,44,29,41,31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.66,18,,0,2011,6,28,1,2950.18,870.269,2167.81,-0.367030538253,0.0503305600894,0.241947409192,49.74847889,2.80871149722,0.269942057764,-3.71799824714,-6.60523179007,-8.96332310106,21.1706323973,506.657080342,23.8578437011,6397,1231950,1041307,1,ST,M,875.298034631,22587.9083499,471778,bFbS,bF32,5,3,2,1,1041307,,,,,,,,,,,,18:00:26,2011-06-28,2011-06-28T18:00:26Z,527508.283419085,5659661.3517505
456,PPM004,1420,681,2011-06-28T00:00:00Z,20:01:20,2011-06-28T00:00:00Z,16:31:20,2209485,-3351795,4939793,51.087826,-56.607347,135.44,2,3D,Yes,7,3,47,6,47,7,38,16,50,19,47,21,32,23,38,0,0,0,0,0,0,0,0,0,0,3.42,3.66,20,,0,2011,6,28,1,2950.18,870.269,2167.81,-0.379033445294,-0.125156124341,0.649304224212,49.74847889,2.80871149722,0.269942057764,-3.71799824714,-6.60523179007,-8.96332310106,21.1706323973,506.657080342,23.8578437011,6397,1231950,1041307,1,ST,M,875.298034631,22587.9083499,471778,bFbS,bF32,5,3,2,1,1041307,,,,,,,,,,,,20:01:20,2011-06-28,2011-06-28T20:01:20Z,527500.210217051,5659664.86735188
454,PPM004,1416,682,2011-06-28T00:00:00Z,22:00:41,2011-06-28T00:00:00Z,18:30:41,2209508,-3351791,4939801,51.087806,-56.607041,147.52,4.2,3D,Yes,6,3,47,6,38,7,50,11,47,16,35,19,47,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.64,18,,0,2011,6,28,1,2950.18,870.269,2167.81,-0.379033445294,-0.125156124341,0.649304224212,49.74847889,2.80871149722,0.269942057764,-3.71799824714,-6.60523179007,-8.96332310106,21.1706323973,506.657080342,23.8578437011,6397,1231950,1041307,1,ST,M,875.298034631,22587.9083499,471778,bFbS,bF32,5,3,2,1,1041307,,,,,,,,,,,,22:00:41,2011-06-28,2011-06-28T22:00:41Z,527521.653316106,5659662.75758108
428,PPM004,1354,683,2011-06-29T00:00:00Z,00:00:47,2011-06-28T00:00:00Z,20:30:47,2209430,-3351857,4939779,51.087597,-56.608489,138.05,4.8,3D,Yes,5,8,38,11,47,17,35,24,47,28,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.68,16,,0,2011,6,29,1,2885.28,880.905,2242.42,-0.343024724171,-0.0796967189324,0.424789025066,49.7522690281,2.86804040732,0.272591786385,-2.98169886023,-5.84867944295,-8.21548402004,20.751665194,498.479868487,23.9982537629,6397,1231950,1041307,1,ST,M,875.298034631,22587.9083499,471778,bFbS,bF32,5,3,2,1,1041307,,,,,,,,,,,,00:00:47,2011-06-29,2011-06-29T00:00:47Z,527420.363708783,5659638.97554093
426,PPM004,1350,684,2011-06-29T00:00:00Z,02:00:53,2011-06-28T00:00:00Z,22:30:53,2209494,-3351828,4939790,51.087582,-56.607499,153.52,3.2,3D,Yes,5,4,47,17,47,20,35,24,29,28,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.68,15,,0,2011,6,29,1,2950.18,870.269,2167.81,-0.367030538253,0.0503305600894,0.241947409192,49.7781143783,2.84683997061,0.272847622039,-3.64547311769,-6.52023999658,-8.88157785892,20.9155753097,502.260428333,23.9127675558,6397,1231950,1041307,1,ST,M,875.298034631,22587.9083499,471778,bFbS,bF32,5,3,2,1,1041307,,,,,,,,,,,,02:00:53,2011-06-29,2011-06-29T02:00:53Z,527489.709275629,5659637.67659732
368,PPM004,1209,687,2011-06-29T00:00:00Z,08:03:08,2011-06-29T00:00:00Z,04:33:08,2209695,-3351824,4939692,51.086278,-56.605072,144.66,3,2D,No,3,5,47,21,29,26,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,3.66,11,,0,2011,6,29,1,2995.08,1024.28,1969.76,-0.295013096007,-0.0157742462177,-0.393772256538,50.0117755049,2.71281399921,0.256519397929,-2.89259922611,-5.81158355989,-8.19501034794,21.727745479,534.806619388,24.3183478503,4919,1224139,1032295,1,ST,M,748.331795296,28079.87185,494674,bF,bF42,4,4,2,1,1032295,,,,,,,,,,,,08:03:08,2011-06-29,2011-06-29T08:03:08Z,527660.466981438,5659493.57429703
48,PPM004,359,691,2011-06-29T00:00:00Z,16:00:23,2011-06-29T00:00:00Z,12:30:23,2211494,-3352136,4938692,51.071883,-56.586093,152.51,2.2,3D,Yes,5,12,35,14,35,20,41,25,44,31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46,3.66,28,,0,2011,6,29,1,3215,837.554,1163.33,-0.0429520481448,0.269754075952,0.0848620372576,49.8288385004,2.92611530042,0.285495295384,-3.5987651873,-6.44726076067,-8.79135180825,20.3797754017,481.349753718,23.4828780328,14752,1286718,1051604,1,ST,P,804.514490484,21846.5249,467852,bSbF,bS32,3,3,2,1,1051604,,,,,,,,,,,,16:00:23,2011-06-29,2011-06-29T16:00:23Z,528998.734707327,5657900.08350109
10,PPM004,102,694,2011-06-29T00:00:00Z,22:00:42,2011-06-29T00:00:00Z,18:30:42,2211655,-3353197,4937956,51.060913,-56.59251,192.28,3.4,3D,Yes,6,3,44,6,35,7,44,8,41,11,41,19,44,0,0,0,0,0,0,0,0,0,0,0,0,3.46,3.68,22,,0,2011,6,29,8,2184.93,157.581,2427.21,0.281126441964,-0.608565127861,-0.00173851649241,49.8794337221,2.78271712746,0.275591688265,-3.1036764758,-5.99771936692,-8.33615767632,21.2531779312,501.520875593,23.2973667218,5823,1229202,1032252,1,ST,M,1401.38873821,64630.9122,494631,bF,bF42,4,4,2,1,1032252,,,,,,,,,,,,22:00:42,2011-06-29,2011-06-29T22:00:42Z,528555.903937191,5656677.66355353
57,PPM004,377,712,2011-07-01T00:00:00Z,10:00:27,2011-07-01T00:00:00Z,06:30:27,2209835,-3353160,4938776,51.072766,-56.613896,181.19,2.8,3D,Yes,6,5,32,9,41,15,47,18,47,21,47,26,32,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.64,12,,0,2011,7,1,1,1622.4,2128.8,1974.48,0.00505958001938,-0.450653450472,-1.02799468536,49.5790246861,3.02505768129,0.29688069753,-3.72018366968,-6.53347707978,-8.87004536009,19.7234522598,461.647834033,23.3288832596,5657,1228597,1032721,1,ST,G,12500.4400354,744908.66745,483973,bF,bF52,4,5,2,1,1032721,,,,,,,,,,,,10:00:27,2011-07-01,2011-07-01T10:00:27Z,527050.320586521,5657987.697813
60,PPM004,392,713,2011-07-01T00:00:00Z,12:00:30,2011-07-01T00:00:00Z,08:30:30,2209713,-3353176,4938804,51.0733,-56.615475,169.18,4.4,3D,Yes,5,9,50,15,35,18,47,22,50,27,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.64,11,,0,2011,7,1,1,1595.39,2239.65,2008.77,0.00505958001938,-0.47426880537,-1.20194637962,49.6008342252,3.07003791355,0.299597034993,-3.63455296253,-6.4330588705,-8.7759525,19.4235434004,457.663889294,23.4531640712,6581,1233286,1041035,1,ST,M,937.458466842,33442.0246,473914,bFbS,bF32,4,3,2,1,1041035,,,,,,,,,,,,12:00:30,2011-07-01,2011-07-01T12:00:30Z,526939.386665065,5658046.50233879
50,PPM004,361,714,2011-07-01T00:00:00Z,14:01:46,2011-07-01T00:00:00Z,10:31:46,2209766,-3353281,4938708,51.071941,-56.615668,167.92,2.8,2D,No,3,14,41,22,41,31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.66,13,,0,2011,7,1,1,1513.52,2143.33,1867.85,-0.00694332702167,-0.0157742462177,-0.999606581199,49.9689843971,2.82761455677,0.27194353683,-2.87347487773,-5.75356884567,-8.12177443291,20.9575469084,509.131373514,23.9415494707,6151,1230810,1031767,1,ST,G,2349.63492605,97982.9742499,490699,bF,bF42,4,4,2,1,1031767,,,,,,,,,,,,14:01:46,2011-07-01,2011-07-01T14:01:46Z,526926.653989044,5657895.30465008
59,PPM004,384,715,2011-07-01T00:00:00Z,16:00:54,2011-07-01T00:00:00Z,12:30:54,2209726,-3353197,4938801,51.07311,-56.615485,182.36,2.4,3D,Yes,5,14,41,20,35,23,29,25,38,31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.66,13,,0,2011,7,1,1,1595.39,2239.65,2008.77,0.00505958001938,-0.47426880537,-1.20194637962,49.6008342252,3.07003791355,0.299597034993,-3.63455296253,-6.4330588705,-8.7759525,19.4235434004,457.663889294,23.4531640712,6581,1233286,1041035,1,ST,M,937.458466842,33442.0246,473914,bFbS,bF32,4,3,2,1,1041035,,,,,,,,,,,,16:00:54,2011-07-01,2011-07-01T16:00:54Z,526938.796391172,5658025.36979673
53,PPM004,371,716,2011-07-01T00:00:00Z,18:00:48,2011-07-01T00:00:00Z,14:30:48,2209990,-3353075,4938764,51.072598,-56.611382,180.85,3.6,3D,Yes,6,6,38,13,47,16,44,23,47,29,38,31,35,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.66,15,,0,2011,7,1,1,1749.43,2008.77,2054.6,0.0410683011425,-0.418828645567,-0.442570509088,49.9062937165,2.77448709648,0.269758198118,-3.01812871873,-5.9153430647,-8.27214398693,21.3118888078,511.855839908,23.7127275161,6156,1230815,1031769,1,ST,G,1538.04386735,61036.3708501,490701,bF,bF42,4,4,2,1,1031769,,,,,,,,,,,,18:00:48,2011-07-01,2011-07-01T18:00:48Z,527226.548624378,5657969.94179629
56,PPM004,374,717,2011-07-01T00:00:00Z,20:00:21,2011-07-01T00:00:00Z,16:30:21,2209968,-3353080,4938759,51.072625,-56.611683,171.98,3.2,3D,Yes,7,3,47,6,47,7,35,13,41,16,47,19,50,23,32,0,0,0,0,0,0,0,0,0,0,3.44,3.64,15,,0,2011,7,1,1,1749.43,2008.77,2054.6,0.0410683011425,-0.418828645567,-0.442570509088,49.9062937165,2.77448709648,0.269758198118,-3.01812871873,-5.9153430647,-8.27214398693,21.3118888078,511.855839908,23.7127275161,6156,1230815,1031769,1,ST,G,1538.04386735,61036.3708501,490701,bF,bF42,4,4,2,1,1031769,,,,,,,,,,,,20:00:21,2011-07-01,2011-07-01T20:00:21Z,527205.44482317,5657972.83309157
55,PPM004,373,718,2011-07-01T00:00:00Z,22:00:41,2011-07-01T00:00:00Z,18:30:41,2209964,-3353092,4938767,51.072616,-56.611825,183.12,3.8,3D,Yes,6,3,47,7,35,8,41,11,44,19,47,24,29,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.66,14,,0,2011,7,1,1,1749.43,2008.77,2054.6,0.0410683011425,-0.418828645567,-0.442570509088,49.9062937165,2.77448709648,0.269758198118,-3.01812871873,-5.9153430647,-8.27214398693,21.3118888078,511.855839908,23.7127275161,6156,1230815,1031769,1,ST,G,1538.04386735,61036.3708501,490701,bF,bF42,4,4,2,1,1031769,,,,,,,,,,,,22:00:41,2011-07-01,2011-07-01T22:00:41Z,527195.501626232,5657971.77980594
63,PPM004,412,719,2011-07-02T00:00:00Z,00:00:54,2011-07-01T00:00:00Z,20:30:54,2209922,-3353005,4938828,51.07363,-56.611643,170.41,3.6,3D,Yes,5,11,44,17,41,20,29,24,47,28,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.68,14,,0,2011,7,2,1,1796.7,2062.14,2121.5,0.0290653941015,-0.571284463082,-0.304655852817,49.8235299806,2.76217889643,0.268783452007,-3.09790514853,-5.99854049614,-8.35397449717,21.3962528959,513.010948829,23.7026433932,6156,1230815,1031769,1,ST,G,1538.04386735,61036.3708501,490701,bF,bF42,4,4,2,1,1031769,,,,,,,,,,,,00:00:54,2011-07-02,2011-07-02T00:00:54Z,527207.657884415,5658084.60853331
305,PPM004,1113,723,2011-07-02T00:00:00Z,08:00:55,2011-07-02T00:00:00Z,04:30:55,2208971,-3352398,4939636,51.085397,-56.618208,151.87,4.8,3D,Yes,5,5,50,8,38,10,32,15,47,26,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.66,10,,0,2011,7,2,1,2179.24,1402.82,2875.58,-0.186986932637,0.471310638555,-0.48874702567,50.1061417014,2.73352562741,0.25959795672,-2.81407704656,-5.72687682291,-8.10711666672,21.5857460881,530.109125405,24.2195436461,1216,1199058,1031182,1,ST,G,1503.00952411,56713.4690001,491428,bF,bF41,4,4,1,1,1031182,,,,,,,,,,,,08:00:55,2011-07-02,2011-07-02T08:00:55Z,526740.942069592,5659390.7504157
433,PPM004,1368,724,2011-07-02T00:00:00Z,10:00:48,2011-07-02T00:00:00Z,06:30:48,2209503,-3351812,4939792,51.087652,-56.607266,149.8,2.4,3D,Yes,7,5,32,9,44,15,47,18,47,21,47,26,41,27,44,0,0,0,0,0,0,0,0,0,0,3.42,3.66,13,,0,2011,7,2,1,2950.18,870.269,2167.81,-0.367030538253,0.0503305600894,0.241947409192,49.74847889,2.80871149722,0.269942057764,-3.71799824714,-6.60523179007,-8.96332310106,21.1706323973,506.657080342,23.8578437011,6397,1231950,1041307,1,ST,M,875.298034631,22587.9083499,471778,bFbS,bF32,5,3,2,1,1041307,,,,,,,,,,,,10:00:48,2011-07-02,2011-07-02T10:00:48Z,527505.986393561,5659645.54795231
437,PPM004,1376,725,2011-07-02T00:00:00Z,12:00:42,2011-07-02T00:00:00Z,08:30:42,2209497,-3351804,4939785,51.087682,-56.607274,138.08,3,3D,Yes,6,9,44,14,41,15,44,18,44,22,47,27,35,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.66,21,,0,2011,7,2,1,2950.18,870.269,2167.81,-0.367030538253,0.0503305600894,0.241947409192,49.74847889,2.80871149722,0.269942057764,-3.71799824714,-6.60523179007,-8.96332310106,21.1706323973,506.657080342,23.8578437011,6397,1231950,1041307,1,ST,M,875.298034631,22587.9083499,471778,bFbS,bF32,5,3,2,1,1041307,,,,,,,,,,,,12:00:42,2011-07-02,2011-07-02T12:00:42Z,527505.408304472,5659648.88111114
